date,type,price
2018-11-15,SUEZMAX(160K),58.8
2018-11-15,AFRAMAX(110K),46.99
2018-11-15,LR2(110K),48.83
2018-11-15,LR1(74K),42.76
2018-11-15,MR(50K),34.99
2018-11-08,VLCC(320K),88.75
2018-11-08,SUEZMAX(160K),58.76
2018-11-08,AFRAMAX(110K),46.99
2018-11-08,LR2(110K),48.83
2018-11-08,LR1(74K),42.76
2018-11-08,MR(50K),34.93
2018-11-01,VLCC(320K),88.5
2018-11-01,SUEZMAX(160K),58.71
2018-11-01,AFRAMAX(110K),46.89
2018-11-01,LR2(110K),48.67
2018-11-01,LR1(74K),42.8
2018-11-01,MR(50K),34.88
2018-10-25,VLCC(320K),88.19
2018-10-25,SUEZMAX(160K),58.69
2018-10-25,AFRAMAX(110K),46.82
2018-10-25,LR2(110K),48.53
2018-10-25,LR1(74K),42.8
2018-10-25,MR(50K),34.88
2018-10-18,VLCC(320K),87.98
2018-10-18,SUEZMAX(160K),58.43
2018-10-18,AFRAMAX(110K),46.76
2018-10-18,LR2(110K),48.39
2018-10-18,LR1(74K),42.7
2018-10-18,MR(50K),34.81
2018-10-11,VLCC(320K),87.91
2018-10-11,SUEZMAX(160K),58.38
2018-10-11,AFRAMAX(110K),46.78
2018-10-11,LR2(110K),48.29
2018-10-11,LR1(74K),42.72
2018-10-11,MR(50K),34.88
2018-10-04,VLCC(320K),87.59
2018-10-04,SUEZMAX(160K),58.26
2018-10-04,AFRAMAX(110K),46.69
2018-10-04,LR2(110K),48.1
2018-10-04,LR1(74K),42.52
2018-10-04,MR(50K),34.8
2018-09-27,VLCC(320K),87.63
2018-09-27,SUEZMAX(160K),58.26
2018-09-27,AFRAMAX(110K),46.69
2018-09-27,LR2(110K),48.1
2018-09-27,LR1(74K),42.47
2018-09-27,MR(50K),34.8
2018-09-20,VLCC(320K),87.29
2018-09-20,SUEZMAX(160K),58.03
2018-09-20,AFRAMAX(110K),46.44
2018-09-20,LR2(110K),47.89
2018-09-20,LR1(74K),42.28
2018-09-20,MR(50K),34.8
2018-09-13,VLCC(320K),87.22
2018-09-13,SUEZMAX(160K),57.94
2018-09-13,AFRAMAX(110K),46.44
2018-09-13,LR2(110K),47.88
2018-09-13,LR1(74K),42.28
2018-09-13,MR(50K),34.76
2018-09-06,VLCC(320K),87.13
2018-09-06,SUEZMAX(160K),57.92
2018-09-06,AFRAMAX(110K),46.46
2018-09-06,LR2(110K),47.84
2018-09-06,LR1(74K),42.26
2018-09-06,MR(50K),34.71
2018-08-30,VLCC(320K),87.04
2018-08-30,SUEZMAX(160K),57.81
2018-08-30,AFRAMAX(110K),46.42
2018-08-30,LR2(110K),47.75
2018-08-30,LR1(74K),42.22
2018-08-30,MR(50K),34.68
2018-08-23,VLCC(320K),86.98
2018-08-23,SUEZMAX(160K),57.74
2018-08-23,AFRAMAX(110K),46.34
2018-08-23,LR2(110K),47.72
2018-08-23,LR1(74K),42.22
2018-08-23,MR(50K),34.66
2018-08-16,VLCC(320K),86.76
2018-08-16,SUEZMAX(160K),57.63
2018-08-16,AFRAMAX(110K),46.05
2018-08-16,LR2(110K),47.59
2018-08-16,LR1(74K),42.2
2018-08-16,MR(50K),34.64
2018-08-09,VLCC(320K),86.64
2018-08-09,SUEZMAX(160K),57.63
2018-08-09,AFRAMAX(110K),46.05
2018-08-09,LR2(110K),47.57
2018-08-09,LR1(74K),42.2
2018-08-09,MR(50K),34.64
2018-08-02,VLCC(320K),86.6
2018-08-02,SUEZMAX(160K),57.61
2018-08-02,AFRAMAX(110K),45.99
2018-08-02,LR2(110K),47.5
2018-08-02,LR1(74K),42.2
2018-08-02,MR(50K),34.59
2018-07-26,VLCC(320K),86.5
2018-07-26,SUEZMAX(160K),57.59
2018-07-26,AFRAMAX(110K),45.91
2018-07-26,LR2(110K),47.49
2018-07-26,LR1(74K),42.16
2018-07-26,MR(50K),34.58
2018-07-19,VLCC(320K),86.38
2018-07-19,SUEZMAX(160K),57.55
2018-07-19,AFRAMAX(110K),45.79
2018-07-19,LR2(110K),47.33
2018-07-19,LR1(74K),42.07
2018-07-19,MR(50K),34.54
2018-07-12,VLCC(320K),86.13
2018-07-12,SUEZMAX(160K),57.53
2018-07-12,AFRAMAX(110K),45.69
2018-07-12,LR2(110K),47.29
2018-07-12,LR1(74K),42.07
2018-07-12,MR(50K),34.54
2018-07-05,VLCC(320K),85.69
2018-07-05,SUEZMAX(160K),57.5
2018-07-05,AFRAMAX(110K),45.49
2018-07-05,LR2(110K),47.09
2018-07-05,LR1(74K),42.07
2018-07-05,MR(50K),34.61
2018-06-28,VLCC(320K),85.64
2018-06-28,SUEZMAX(160K),57.6
2018-06-28,AFRAMAX(110K),45.54
2018-06-28,LR2(110K),47.16
2018-06-28,LR1(74K),42.09
2018-06-28,MR(50K),34.61
2018-06-21,VLCC(320K),86.01
2018-06-21,SUEZMAX(160K),57.7
2018-06-21,AFRAMAX(110K),45.7
2018-06-21,LR2(110K),47.35
2018-06-21,LR1(74K),42.34
2018-06-21,MR(50K),34.94
2018-06-14,VLCC(320K),85.99
2018-06-14,SUEZMAX(160K),57.67
2018-06-14,AFRAMAX(110K),45.69
2018-06-14,LR2(110K),47.3
2018-06-14,LR1(74K),42.31
2018-06-14,MR(50K),34.94
2018-06-07,VLCC(320K),85.59
2018-06-07,SUEZMAX(160K),57.44
2018-06-07,AFRAMAX(110K),45.39
2018-06-07,LR2(110K),47.1
2018-06-07,LR1(74K),42.25
2018-06-07,MR(50K),34.86
2018-05-31,VLCC(320K),85.11
2018-05-31,SUEZMAX(160K),57.3
2018-05-31,AFRAMAX(110K),45.03
2018-05-31,LR2(110K),46.68
2018-05-31,LR1(74K),42.1
2018-05-31,MR(50K),34.96
2018-05-24,VLCC(320K),85.14
2018-05-24,SUEZMAX(160K),57.3
2018-05-24,AFRAMAX(110K),44.94
2018-05-24,LR2(110K),46.58
2018-05-24,LR1(74K),42.1
2018-05-24,MR(50K),35.0
2018-05-17,VLCC(320K),85.11
2018-05-17,SUEZMAX(160K),57.26
2018-05-17,AFRAMAX(110K),44.87
2018-05-17,LR2(110K),46.48
2018-05-17,LR1(74K),42.03
2018-05-17,MR(50K),35.01
2018-05-10,VLCC(320K),85.11
2018-05-10,SUEZMAX(160K),57.26
2018-05-10,AFRAMAX(110K),44.87
2018-05-10,LR2(110K),46.47
2018-05-10,LR1(74K),42.02
2018-05-10,MR(50K),34.86
2018-05-03,VLCC(320K),84.9
2018-05-03,SUEZMAX(160K),57.11
2018-05-03,AFRAMAX(110K),44.7
2018-05-03,LR2(110K),46.45
2018-05-03,LR1(74K),42.02
2018-05-03,MR(50K),34.86
2018-04-26,VLCC(320K),84.96
2018-04-26,SUEZMAX(160K),56.96
2018-04-26,AFRAMAX(110K),44.81
2018-04-26,LR2(110K),46.18
2018-04-26,LR1(74K),42.03
2018-04-26,MR(50K),34.87
2018-04-19,VLCC(320K),84.9
2018-04-19,SUEZMAX(160K),56.86
2018-04-19,AFRAMAX(110K),44.76
2018-04-19,LR2(110K),46.1
2018-04-19,LR1(74K),41.87
2018-04-19,MR(50K),34.9
2018-04-12,VLCC(320K),85.1
2018-04-12,SUEZMAX(160K),56.66
2018-04-12,AFRAMAX(110K),44.72
2018-04-12,LR2(110K),46.05
2018-04-12,LR1(74K),41.93
2018-04-12,MR(50K),34.8
2018-04-05,VLCC(320K),84.8
2018-04-05,SUEZMAX(160K),56.56
2018-04-05,AFRAMAX(110K),44.72
2018-04-05,LR2(110K),45.68
2018-04-05,LR1(74K),41.93
2018-04-05,MR(50K),34.8
2018-03-29,VLCC(320K),84.6
2018-03-29,SUEZMAX(160K),56.3
2018-03-29,AFRAMAX(110K),44.5
2018-03-29,LR2(110K),45.63
2018-03-29,LR1(74K),41.5
2018-03-29,MR(50K),34.6
2018-03-22,VLCC(320K),83.32
2018-03-22,SUEZMAX(160K),55.94
2018-03-22,AFRAMAX(110K),44.3
2018-03-22,LR2(110K),45.45
2018-03-22,LR1(74K),41.17
2018-03-22,MR(50K),34.3
2018-03-15,VLCC(320K),82.7
2018-03-15,SUEZMAX(160K),55.54
2018-03-15,AFRAMAX(110K),44.1
2018-03-15,LR2(110K),45.22
2018-03-15,LR1(74K),41.17
2018-03-15,MR(50K),34.08
2018-03-08,VLCC(320K),82.3
2018-03-08,SUEZMAX(160K),55.34
2018-03-08,AFRAMAX(110K),44.02
2018-03-08,LR2(110K),45.22
2018-03-08,LR1(74K),41.0
2018-03-08,MR(50K),33.98
2018-03-01,VLCC(320K),81.9
2018-03-01,SUEZMAX(160K),54.9
2018-03-01,AFRAMAX(110K),44.02
2018-03-01,LR2(110K),45.19
2018-03-01,LR1(74K),40.9
2018-03-01,MR(50K),33.86
2018-02-22,VLCC(320K),81.7
2018-02-22,SUEZMAX(160K),54.75
2018-02-22,AFRAMAX(110K),44.02
2018-02-22,LR2(110K),45.15
2018-02-22,LR1(74K),40.83
2018-02-22,MR(50K),33.66
2018-02-15,VLCC(320K),81.32
2018-02-15,SUEZMAX(160K),54.68
2018-02-15,AFRAMAX(110K),43.98
2018-02-15,LR2(110K),45.1
2018-02-15,LR1(74K),40.7
2018-02-15,MR(50K),33.38
2018-02-08,VLCC(320K),81.22
2018-02-08,SUEZMAX(160K),54.68
2018-02-08,AFRAMAX(110K),43.98
2018-02-08,LR2(110K),45.1
2018-02-08,LR1(74K),40.7
2018-02-08,MR(50K),33.33
2018-02-01,VLCC(320K),81.12
2018-02-01,SUEZMAX(160K),54.58
2018-02-01,AFRAMAX(110K),43.88
2018-02-01,LR2(110K),45.1
2018-02-01,LR1(74K),40.63
2018-02-01,MR(50K),33.29
2018-01-25,VLCC(320K),81.1
2018-01-25,SUEZMAX(160K),54.56
2018-01-25,AFRAMAX(110K),43.86
2018-01-25,LR2(110K),45.0
2018-01-25,LR1(74K),40.53
2018-01-25,MR(50K),33.27
2018-01-18,VLCC(320K),80.96
2018-01-18,SUEZMAX(160K),54.48
2018-01-18,AFRAMAX(110K),43.8
2018-01-18,LR2(110K),44.93
2018-01-18,LR1(74K),40.47
2018-01-18,MR(50K),33.25
2018-01-11,VLCC(320K),80.86
2018-01-11,SUEZMAX(160K),54.18
2018-01-11,AFRAMAX(110K),43.6
2018-01-11,LR2(110K),44.68
2018-01-11,LR1(74K),40.23
2018-01-11,MR(50K),33.2
2018-01-04,VLCC(320K),80.26
2018-01-04,SUEZMAX(160K),53.66
2018-01-04,AFRAMAX(110K),43.26
2018-01-04,LR2(110K),44.38
2018-01-04,LR1(74K),39.93
2018-01-04,MR(50K),33.05
2017-12-21,VLCC(320K),80.08
2017-12-21,SUEZMAX(160K),53.62
2017-12-21,AFRAMAX(110K),43.16
2017-12-21,LR2(110K),44.23
2017-12-21,LR1(74K),39.37
2017-12-21,MR(50K),33.0
2017-12-14,VLCC(320K),80.0
2017-12-14,SUEZMAX(160K),53.62
2017-12-14,AFRAMAX(110K),43.16
2017-12-14,LR2(110K),44.25
2017-12-14,LR1(74K),39.4
2017-12-14,MR(50K),33.02
2017-12-07,VLCC(320K),80.0
2017-12-07,SUEZMAX(160K),53.32
2017-12-07,AFRAMAX(110K),43.16
2017-12-07,LR2(110K),44.25
2017-12-07,LR1(74K),39.4
2017-12-07,MR(50K),33.12
2017-11-30,VLCC(320K),80.1
2017-11-30,SUEZMAX(160K),53.24
2017-11-30,AFRAMAX(110K),42.96
2017-11-30,LR2(110K),44.13
2017-11-30,LR1(74K),39.4
2017-11-30,MR(50K),32.92
2017-11-23,VLCC(320K),79.86
2017-11-23,SUEZMAX(160K),53.2
2017-11-23,AFRAMAX(110K),42.7
2017-11-23,LR2(110K),44.06
2017-11-23,LR1(74K),39.27
2017-11-23,MR(50K),32.86
2017-11-16,VLCC(320K),79.86
2017-11-16,SUEZMAX(160K),53.2
2017-11-16,AFRAMAX(110K),42.7
2017-11-16,LR2(110K),44.06
2017-11-16,LR1(74K),39.27
2017-11-16,MR(50K),32.86
2017-11-09,VLCC(320K),79.86
2017-11-09,SUEZMAX(160K),53.36
2017-11-09,AFRAMAX(110K),42.76
2017-11-09,LR2(110K),44.06
2017-11-09,LR1(74K),39.27
2017-11-09,MR(50K),32.86
2017-11-02,VLCC(320K),79.86
2017-11-02,SUEZMAX(160K),53.46
2017-11-02,AFRAMAX(110K),42.76
2017-11-02,LR2(110K),44.03
2017-11-02,LR1(74K),39.19
2017-11-02,MR(50K),32.82
2017-10-26,VLCC(320K),79.86
2017-10-26,SUEZMAX(160K),53.46
2017-10-26,AFRAMAX(110K),42.76
2017-10-26,LR2(110K),44.03
2017-10-26,LR1(74K),39.19
2017-10-26,MR(50K),32.22
2017-10-19,VLCC(320K),79.86
2017-10-19,SUEZMAX(160K),53.56
2017-10-19,AFRAMAX(110K),42.86
2017-10-19,LR2(110K),44.03
2017-10-19,LR1(74K),39.19
2017-10-19,MR(50K),32.92
2017-10-12,VLCC(320K),79.86
2017-10-12,SUEZMAX(160K),53.46
2017-10-12,AFRAMAX(110K),42.76
2017-10-12,LR2(110K),44.03
2017-10-12,LR1(74K),39.19
2017-10-12,MR(50K),32.82
2017-10-05,VLCC(320K),79.9
2017-10-05,SUEZMAX(160K),53.47
2017-10-05,AFRAMAX(110K),42.76
2017-10-05,LR2(110K),44.03
2017-10-05,LR1(74K),39.17
2017-10-05,MR(50K),32.82
2017-09-28,VLCC(320K),79.9
2017-09-28,SUEZMAX(160K),53.47
2017-09-28,AFRAMAX(110K),42.76
2017-09-28,LR2(110K),44.03
2017-09-28,LR1(74K),39.17
2017-09-28,MR(50K),32.82
2017-09-21,VLCC(320K),79.8
2017-09-21,SUEZMAX(160K),53.47
2017-09-21,AFRAMAX(110K),42.66
2017-09-21,LR2(110K),44.03
2017-09-21,LR1(74K),39.17
2017-09-21,MR(50K),32.82
2017-09-14,VLCC(320K),79.8
2017-09-14,SUEZMAX(160K),53.46
2017-09-14,AFRAMAX(110K),42.58
2017-09-14,LR2(110K),44.0
2017-09-14,LR1(74K),39.1
2017-09-14,MR(50K),32.9
2017-09-07,VLCC(320K),79.5
2017-09-07,SUEZMAX(160K),53.46
2017-09-07,AFRAMAX(110K),42.58
2017-09-07,LR2(110K),44.0
2017-09-07,LR1(74K),39.07
2017-09-07,MR(50K),32.6
2017-08-31,VLCC(320K),79.18
2017-08-31,SUEZMAX(160K),53.32
2017-08-31,AFRAMAX(110K),42.44
2017-08-31,LR2(110K),43.8
2017-08-31,LR1(74K),38.97
2017-08-31,MR(50K),32.48
2017-08-24,VLCC(320K),79.18
2017-08-24,SUEZMAX(160K),53.3
2017-08-24,AFRAMAX(110K),42.4
2017-08-24,LR2(110K),43.75
2017-08-24,LR1(74K),38.87
2017-08-24,MR(50K),32.47
2017-08-17,VLCC(320K),79.18
2017-08-17,SUEZMAX(160K),53.5
2017-08-17,AFRAMAX(110K),42.6
2017-08-17,LR2(110K),43.88
2017-08-17,LR1(74K),39.03
2017-08-17,MR(50K),32.56
2017-08-10,VLCC(320K),79.28
2017-08-10,SUEZMAX(160K),53.69
2017-08-10,AFRAMAX(110K),42.69
2017-08-10,LR2(110K),43.98
2017-08-10,LR1(74K),38.98
2017-08-10,MR(50K),32.64
2017-08-03,VLCC(320K),79.27
2017-08-03,SUEZMAX(160K),53.52
2017-08-03,AFRAMAX(110K),42.5
2017-08-03,LR2(110K),44.09
2017-08-03,LR1(74K),38.97
2017-08-03,MR(50K),32.64
2017-07-27,VLCC(320K),79.47
2017-07-27,SUEZMAX(160K),53.58
2017-07-27,AFRAMAX(110K),42.44
2017-07-27,LR2(110K),44.34
2017-07-27,LR1(74K),39.13
2017-07-27,MR(50K),32.8
2017-07-20,VLCC(320K),79.57
2017-07-20,SUEZMAX(160K),53.58
2017-07-20,AFRAMAX(110K),42.44
2017-07-20,LR2(110K),44.4
2017-07-20,LR1(74K),38.87
2017-07-20,MR(50K),32.7
2017-07-13,VLCC(320K),79.68
2017-07-13,SUEZMAX(160K),53.59
2017-07-13,AFRAMAX(110K),42.44
2017-07-13,LR2(110K),44.4
2017-07-13,LR1(74K),38.87
2017-07-13,MR(50K),32.5
2017-07-06,VLCC(320K),79.67
2017-07-06,SUEZMAX(160K),53.38
2017-07-06,AFRAMAX(110K),42.44
2017-07-06,LR2(110K),44.4
2017-07-06,LR1(74K),38.86
2017-07-06,MR(50K),32.54
2017-06-29,VLCC(320K),79.69
2017-06-29,SUEZMAX(160K),53.38
2017-06-29,AFRAMAX(110K),42.45
2017-06-29,LR2(110K),44.4
2017-06-29,LR1(74K),38.96
2017-06-29,MR(50K),32.8
2017-06-22,VLCC(320K),79.69
2017-06-22,SUEZMAX(160K),53.29
2017-06-22,AFRAMAX(110K),42.56
2017-06-22,LR2(110K),44.6
2017-06-22,LR1(74K),38.97
2017-06-22,MR(50K),33.0
2017-06-15,VLCC(320K),79.59
2017-06-15,SUEZMAX(160K),53.39
2017-06-15,AFRAMAX(110K),42.4
2017-06-15,LR2(110K),44.48
2017-06-15,LR1(74K),38.8
2017-06-15,MR(50K),32.8
2017-06-08,VLCC(320K),79.6
2017-06-08,SUEZMAX(160K),53.8
2017-06-08,AFRAMAX(110K),42.4
2017-06-08,LR2(110K),44.5
2017-06-08,LR1(74K),38.83
2017-06-08,MR(50K),32.8
2017-06-01,VLCC(320K),79.9
2017-06-01,SUEZMAX(160K),52.8
2017-06-01,AFRAMAX(110K),42.4
2017-06-01,LR2(110K),44.13
2017-06-01,LR1(74K),38.0
2017-06-01,MR(50K),32.7
2017-05-25,VLCC(320K),79.5
2017-05-25,SUEZMAX(160K),52.8
2017-05-25,AFRAMAX(110K),42.4
2017-05-25,LR2(110K),44.13
2017-05-25,LR1(74K),38.0
2017-05-25,MR(50K),32.6
2017-05-18,VLCC(320K),79.4
2017-05-18,SUEZMAX(160K),52.8
2017-05-18,AFRAMAX(110K),42.6
2017-05-18,LR2(110K),44.5
2017-05-18,LR1(74K),38.25
2017-05-18,MR(50K),32.67
2017-05-11,VLCC(320K),79.83
2017-05-11,SUEZMAX(160K),52.83
2017-05-11,AFRAMAX(110K),43.0
2017-05-11,LR2(110K),45.0
2017-05-11,LR1(74K),38.5
2017-05-11,MR(50K),32.67
2017-05-04,VLCC(320K),79.83
2017-05-04,SUEZMAX(160K),52.83
2017-05-04,AFRAMAX(110K),43.0
2017-05-04,LR2(110K),45.0
2017-05-04,LR1(74K),38.5
2017-05-04,MR(50K),32.67
2017-04-27,VLCC(320K),79.67
2017-04-27,SUEZMAX(160K),52.67
2017-04-27,AFRAMAX(110K),42.83
2017-04-27,LR2(110K),44.5
2017-04-27,LR1(74K),38.0
2017-04-27,MR(50K),32.67
2017-04-20,VLCC(320K),79.33
2017-04-20,SUEZMAX(160K),52.67
2017-04-20,AFRAMAX(110K),42.83
2017-04-20,LR2(110K),44.5
2017-04-20,LR1(74K),38.0
2017-04-20,MR(50K),32.67
2017-04-13,VLCC(320K),79.33
2017-04-13,SUEZMAX(160K),52.67
2017-04-13,AFRAMAX(110K),42.83
2017-04-13,LR2(110K),44.5
2017-04-13,LR1(74K),38.5
2017-04-13,MR(50K),32.67
2017-04-06,VLCC(320K),79.33
2017-04-06,SUEZMAX(160K),52.67
2017-04-06,AFRAMAX(110K),42.83
2017-04-06,LR2(110K),44.5
2017-04-06,LR1(74K),38.5
2017-04-06,MR(50K),32.67
2017-03-30,VLCC(320K),79.5
2017-03-30,SUEZMAX(160K),52.5
2017-03-30,AFRAMAX(110K),42.75
2017-03-30,LR2(110K),44.5
2017-03-30,LR1(74K),38.5
2017-03-30,MR(50K),32.25
2017-03-23,VLCC(320K),79.75
2017-03-23,SUEZMAX(160K),52.5
2017-03-23,AFRAMAX(110K),42.75
2017-03-23,LR2(110K),44.5
2017-03-23,LR1(74K),39.0
2017-03-23,MR(50K),32.25
2017-03-16,VLCC(320K),80.5
2017-03-16,SUEZMAX(160K),52.75
2017-03-16,AFRAMAX(110K),43.0
2017-03-16,LR2(110K),45.0
2017-03-16,LR1(74K),39.0
2017-03-16,MR(50K),32.25
2017-03-09,VLCC(320K),81.25
2017-03-09,SUEZMAX(160K),53.0
2017-03-09,AFRAMAX(110K),43.75
2017-03-09,LR2(110K),45.5
2017-03-09,LR1(74K),39.5
2017-03-09,MR(50K),32.25
2017-03-02,VLCC(320K),81.5
2017-03-02,SUEZMAX(160K),53.0
2017-03-02,AFRAMAX(110K),43.75
2017-03-02,LR2(110K),45.5
2017-03-02,LR1(74K),39.5
2017-03-02,MR(50K),32.25
2017-02-23,VLCC(320K),81.5
2017-02-23,SUEZMAX(160K),53.0
2017-02-23,AFRAMAX(110K),43.75
2017-02-23,LR2(110K),45.5
2017-02-23,LR1(74K),39.75
2017-02-23,MR(50K),32.25
2017-02-16,VLCC(320K),81.5
2017-02-16,SUEZMAX(160K),53.0
2017-02-16,AFRAMAX(110K),43.75
2017-02-16,LR2(110K),45.5
2017-02-16,LR1(74K),40.0
2017-02-16,MR(50K),32.25
2017-02-09,VLCC(320K),82.25
2017-02-09,SUEZMAX(160K),53.0
2017-02-09,AFRAMAX(110K),43.75
2017-02-09,LR2(110K),45.5
2017-02-09,LR1(74K),40.0
2017-02-09,MR(50K),32.25
2017-02-02,VLCC(320K),82.5
2017-02-02,SUEZMAX(160K),53.0
2017-02-02,AFRAMAX(110K),43.75
2017-02-02,LR2(110K),45.5
2017-02-02,LR1(74K),40.0
2017-02-02,MR(50K),32.25
2017-01-26,VLCC(320K),83.25
2017-01-26,SUEZMAX(160K),53.75
2017-01-26,AFRAMAX(110K),43.88
2017-01-26,LR2(110K),46.0
2017-01-26,LR1(74K),40.25
2017-01-26,MR(50K),32.25
2017-01-19,VLCC(320K),83.75
2017-01-19,SUEZMAX(160K),54.25
2017-01-19,AFRAMAX(110K),44.25
2017-01-19,LR2(110K),46.25
2017-01-19,LR1(74K),40.25
2017-01-19,MR(50K),32.5
2017-01-12,VLCC(320K),83.75
2017-01-12,SUEZMAX(160K),54.38
2017-01-12,AFRAMAX(110K),44.38
2017-01-12,LR2(110K),46.25
2017-01-12,LR1(74K),40.25
2017-01-12,MR(50K),32.5
2017-01-05,VLCC(320K),83.88
2017-01-05,SUEZMAX(160K),54.38
2017-01-05,AFRAMAX(110K),44.38
2017-01-05,LR2(110K),46.25
2017-01-05,LR1(74K),40.25
2017-01-05,MR(50K),32.5
2016-12-29,VLCC(320K),83.88
2016-12-29,SUEZMAX(160K),54.38
2016-12-29,AFRAMAX(110K),44.38
2016-12-29,LR2(110K),46.25
2016-12-29,LR1(74K),40.25
2016-12-29,MR(50K),32.5
2016-12-22,VLCC(320K),84.0
2016-12-22,SUEZMAX(160K),54.38
2016-12-22,AFRAMAX(110K),44.38
2016-12-22,LR2(110K),46.25
2016-12-22,LR1(74K),40.25
2016-12-22,MR(50K),32.5
2016-12-15,VLCC(320K),83.75
2016-12-15,SUEZMAX(160K),54.13
2016-12-15,AFRAMAX(110K),44.13
2016-12-15,LR2(110K),46.25
2016-12-15,LR1(74K),40.25
2016-12-15,MR(50K),32.25
2016-12-08,VLCC(320K),84.5
2016-12-08,SUEZMAX(160K),54.75
2016-12-08,AFRAMAX(110K),44.75
2016-12-08,LR2(110K),46.25
2016-12-08,LR1(74K),40.5
2016-12-08,MR(50K),32.88
2016-12-01,VLCC(320K),84.5
2016-12-01,SUEZMAX(160K),54.75
2016-12-01,AFRAMAX(110K),44.75
2016-12-01,LR2(110K),46.5
2016-12-01,LR1(74K),40.5
2016-12-01,MR(50K),32.88
2016-11-24,VLCC(320K),84.75
2016-11-24,SUEZMAX(160K),54.88
2016-11-24,AFRAMAX(110K),44.75
2016-11-24,LR2(110K),46.75
2016-11-24,LR1(74K),40.5
2016-11-24,MR(50K),32.88
2016-11-17,VLCC(320K),85.0
2016-11-17,SUEZMAX(160K),55.0
2016-11-17,AFRAMAX(110K),44.88
2016-11-17,LR2(110K),47.0
2016-11-17,LR1(74K),40.5
2016-11-17,MR(50K),32.88
2016-11-10,VLCC(320K),85.0
2016-11-10,SUEZMAX(160K),55.0
2016-11-10,AFRAMAX(110K),45.0
2016-11-10,LR2(110K),47.0
2016-11-10,LR1(74K),40.75
2016-11-10,MR(50K),32.88
2016-11-03,VLCC(320K),85.0
2016-11-03,SUEZMAX(160K),55.0
2016-11-03,AFRAMAX(110K),45.0
2016-11-03,LR2(110K),47.0
2016-11-03,LR1(74K),40.75
2016-11-03,MR(50K),32.88
2016-10-27,VLCC(320K),85.0
2016-10-27,SUEZMAX(160K),55.0
2016-10-27,AFRAMAX(110K),45.0
2016-10-27,LR2(110K),47.0
2016-10-27,LR1(74K),41.0
2016-10-27,MR(50K),32.88
2016-10-20,VLCC(320K),85.0
2016-10-20,SUEZMAX(160K),55.13
2016-10-20,AFRAMAX(110K),45.0
2016-10-20,LR2(110K),47.25
2016-10-20,LR1(74K),41.25
2016-10-20,MR(50K),32.88
2016-10-13,VLCC(320K),85.0
